MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,MoSold,YrSold,SalePrice
160,2280,7,5,1999,1999,757,1501,2,3,1,6,8,2008,179400
60,12257,8,5,1995,1995,1328,2531,2,4,1,9,11,2007,290000
20,9100,6,6,1959,1959,864,864,1,2,1,5,10,2009,127500
30,6911,5,5,1924,1950,1301,1301,1,2,1,5,10,2009,100000
60,8640,7,5,2009,2009,764,1547,2,3,1,7,6,2010,215200
60,9430,8,5,1999,1999,1268,2365,2,3,1,8,7,2009,337000
120,9549,8,5,1995,1996,1494,1494,1,2,1,6,4,2006,270000
20,14587,9,5,2008,2008,1506,1506,2,2,1,6,8,2008,264132
60,10421,7,5,1988,1988,980,1714,2,3,1,7,3,2010,196500
50,12508,6,7,1940,1985,983,1750,2,4,1,7,7,2008,160000
20,9100,7,5,2004,2005,1836,1836,2,3,1,8,10,2006,216837
60,53504,8,5,2003,2003,1690,3279,3,4,1,12,6,2010,538000
85,7252,5,5,1982,1982,858,858,1,2,1,5,4,2009,134900
20,8877,4,5,1951,1951,1220,1220,1,2,1,6,4,2006,102000
80,7819,6,5,1976,1976,1117,1117,1,3,1,6,3,2010,107000
20,10150,5,5,1958,1958,912,912,1,2,1,5,7,2007,114500
20,14226,8,5,2006,2006,1973,1973,2,3,1,9,7,2007,395000
120,4500,6,5,1998,1998,1204,1204,2,2,1,5,6,2009,162000
20,11210,7,5,2005,2006,1614,1614,2,3,1,7,7,2006,221500
20,13350,5,5,1974,1974,894,894,1,3,1,5,6,2006,142500
90,8400,5,5,1977,1977,2020,2020,2,4,2,10,10,2007,144000
90,10530,6,5,1977,1977,1004,1004,1,2,1,4,5,2006,135000
20,7875,7,5,1995,1996,1253,1253,2,3,1,6,6,2007,176000
60,7153,6,5,1992,1992,810,1603,2,3,1,7,7,2006,175900
20,16285,7,5,2001,2002,1430,1430,2,3,1,6,6,2009,187100
85,9101,5,6,1978,1978,1110,1110,1,1,1,4,7,2009,165500
75,6300,6,6,1914,2001,742,1484,2,3,1,9,6,2008,128000
20,9790,6,5,1967,1967,1342,1342,2,3,1,7,9,2009,161500
50,10800,5,6,1915,1950,966,1652,2,4,1,7,6,2010,139000
60,10142,7,5,2004,2004,956,2084,2,4,1,8,1,2010,233000
20,6000,4,7,1954,2000,901,901,1,2,1,4,8,2008,107900
60,12205,6,8,1966,2007,976,2087,2,5,1,9,7,2007,187500
120,3182,7,5,2005,2006,1145,1145,2,2,1,5,9,2009,160200
80,11333,6,5,1976,1976,1062,1062,1,3,1,5,5,2007,146800
60,9920,7,5,1996,1997,1127,2013,2,3,1,8,6,2007,269790
20,9158,8,5,2007,2007,1496,1496,2,3,1,7,6,2007,225000
60,10832,7,5,1994,1996,1086,1895,2,3,1,7,10,2008,194500
60,8400,6,6,1980,1981,888,1564,2,3,1,7,4,2010,171000
20,8197,6,5,1977,1977,1285,1285,1,3,1,7,4,2007,143500
20,7677,5,5,1953,1953,773,773,1,2,1,4,4,2008,110000
60,13518,9,5,2008,2009,1966,3140,3,4,1,11,7,2009,485000
50,7200,5,7,1937,1950,981,1768,1,3,1,7,6,2007,175000
60,12798,6,5,1997,1997,616,1688,2,4,1,8,5,2008,200000
30,4800,4,7,1916,1990,1196,1196,1,2,1,5,7,2007,109900
60,8199,7,5,2005,2005,728,1456,2,3,1,7,10,2008,189000
60,13891,9,5,2008,2009,1734,2822,3,4,1,12,1,2009,582933
20,9000,5,5,1954,1954,1128,1128,1,2,1,5,6,2006,118000
20,12274,7,5,2008,2008,1428,1428,2,3,1,6,7,2008,227680
80,9750,5,5,1967,1967,980,980,2,3,1,6,10,2006,135500
70,21384,5,6,1923,2004,1072,1576,1,3,1,6,5,2009,223500
80,13400,5,5,1966,1966,1086,1086,1,3,1,6,6,2006,159950
75,8100,5,5,1898,1965,1075,2138,2,2,3,11,11,2009,106000
20,10140,6,6,1974,1999,1309,1309,1,3,1,5,1,2006,181000
120,4438,6,5,2004,2004,848,848,1,1,1,4,6,2008,144500
20,8712,5,5,1952,1952,1044,1044,1,2,1,4,6,2010,55993
20,9750,6,6,1958,1958,1442,1442,1,4,1,7,4,2007,157900
50,8248,5,7,1918,1950,686,1250,1,3,1,7,7,2006,116000
20,12137,7,5,1998,1998,1661,1661,2,3,1,6,5,2010,224900
20,11425,5,6,1954,1954,1008,1008,1,2,1,4,7,2006,137000
20,13265,8,5,2002,2002,1689,1689,2,3,1,7,7,2008,271000
80,8816,6,7,1971,1971,1052,1052,1,3,1,6,6,2010,155000
120,6371,7,5,2009,2010,1358,1358,2,2,1,6,6,2010,224000
60,7226,7,5,2003,2003,798,1640,2,3,1,6,6,2008,183000
20,6000,4,4,1953,1953,936,936,1,2,1,4,2,2009,93000
60,12394,7,5,2003,2003,847,1733,2,3,1,7,10,2007,225000
50,9900,6,7,1940,1950,944,1489,2,3,1,7,7,2009,139500
20,11216,8,5,2006,2006,1489,1489,2,3,1,7,6,2006,232600
20,14803,10,5,2007,2008,2084,2084,2,2,1,7,6,2008,385000
45,6130,5,6,1924,1950,784,784,1,2,1,5,5,2008,109500
20,8529,7,5,2001,2001,1434,1434,2,3,1,6,4,2009,189000
60,28698,5,5,1967,1967,1160,2126,2,3,1,7,6,2009,185000
160,2544,7,5,2005,2005,520,1223,2,2,1,4,7,2006,147400
20,11900,6,5,1957,1957,1392,1392,1,3,1,6,6,2008,166000
160,3180,7,5,2005,2005,520,1200,2,2,1,4,6,2006,151000
60,9548,7,6,2003,2003,941,1829,2,3,1,7,1,2010,237000
20,10004,6,6,1964,1964,1516,1516,1,3,1,6,2,2009,167000
20,7875,5,6,1961,1961,1144,1144,1,3,1,6,9,2008,139950
20,9600,4,7,1950,1995,1067,1067,2,2,1,4,2,2010,128000
30,8100,5,6,1948,1973,1559,1559,1,2,1,5,6,2007,153500
160,1680,6,5,1973,1973,483,987,1,2,1,5,11,2008,100000
20,9525,5,6,1995,2006,1099,1099,1,3,1,6,6,2008,144000
50,11767,5,6,1946,1995,768,1200,1,3,1,6,5,2008,130500
70,12155,6,8,1925,1950,810,1482,2,4,1,7,3,2008,140000
70,10440,5,8,1904,2002,958,1539,2,3,1,8,6,2008,157500
80,9020,6,7,1966,1966,1165,1165,1,3,1,6,5,2008,174900
90,8000,5,4,1961,1961,1800,1800,2,6,2,10,7,2007,141000
50,12665,5,8,1915,1950,876,1416,1,4,1,7,6,2008,153900
85,16647,5,5,1975,1981,1701,1701,2,3,1,6,1,2007,171000
60,9317,7,5,1993,1993,1006,1775,2,3,1,7,7,2009,213000
20,15523,5,6,1972,1972,864,864,1,3,1,5,8,2009,133500
50,45600,6,8,1908,1997,1307,2358,3,5,1,10,9,2008,240000
80,9600,6,7,1976,1994,1094,1855,2,3,1,7,8,2007,187000
120,4435,6,5,2003,2003,848,848,1,1,1,3,11,2007,131500
120,3196,8,5,2003,2003,1456,1456,2,2,1,7,5,2006,215000
75,7128,7,5,1941,1950,918,1646,2,4,1,7,8,2007,164000
80,12095,6,6,1964,1964,1445,1445,1,3,1,7,8,2009,158000
20,17920,5,4,1955,1974,1779,1779,1,3,1,6,7,2006,170000
20,6897,5,8,1962,2010,1040,1040,1,3,1,6,4,2010,127000
80,10970,6,6,1978,1978,1026,1026,1,3,1,5,10,2008,147000
60,8125,6,5,1994,1995,702,1481,2,3,1,6,3,2009,174000
20,10400,7,5,1976,1976,1370,1370,2,3,1,6,6,2009,152000
60,11029,6,7,1968,1984,1512,2654,2,4,1,9,8,2006,250000
50,7642,7,8,1918,1998,912,1426,1,3,1,7,6,2007,189950
190,11625,5,4,1965,1965,1039,1039,1,3,1,6,4,2010,131500
20,9672,6,5,1984,1985,1097,1097,2,3,1,6,5,2010,152000
20,7931,5,5,1959,1959,1148,1148,1,3,1,6,7,2009,132500
20,8640,7,5,2007,2008,1372,1372,2,3,1,6,5,2008,250580
20,8750,5,6,1970,1970,1002,1002,1,3,1,5,8,2009,148500
20,10656,8,5,2006,2007,1646,1646,2,3,1,6,11,2007,248900
20,6970,4,5,1961,1961,1120,1120,1,3,1,5,5,2007,129000
60,14762,5,6,1948,1950,1547,2320,2,2,1,7,5,2006,169000
60,9938,7,5,1993,1994,1062,1949,2,3,1,8,6,2010,236000
20,6600,5,5,1962,1962,894,894,1,2,1,5,8,2009,109500
60,8750,6,5,1998,1998,804,1682,2,3,1,7,6,2010,200500
20,8892,5,7,1953,1996,910,910,1,3,1,5,10,2008,116000
40,12144,5,7,1949,1950,1036,1268,1,3,1,6,9,2009,133000
50,5720,5,6,1941,1950,676,1131,1,3,1,5,8,2009,66500
60,9000,8,5,2007,2007,1184,2610,2,4,1,11,8,2007,303477
20,25286,4,5,1963,1963,1040,1040,1,3,1,5,1,2007,132250
60,8834,9,5,2004,2005,1462,2224,2,4,1,10,6,2009,350000
85,11782,5,7,1961,1995,1155,1155,1,3,1,6,6,2010,148000
20,7000,5,8,1978,2005,864,864,1,3,1,6,7,2009,136500
20,7024,5,5,2005,2006,1090,1090,1,2,1,5,6,2007,157000
50,13758,7,5,1990,1991,1187,1717,2,3,1,7,4,2007,187500
60,9636,6,5,1992,1993,808,1593,2,3,1,7,12,2009,178000
75,6204,4,5,1912,1950,954,2230,1,5,1,10,3,2006,118500
20,7150,5,5,1967,1967,892,892,1,3,1,5,7,2009,100000
120,5119,9,5,1999,2000,1709,1709,2,2,1,5,1,2008,328900
90,8393,5,5,1959,2005,1712,1712,2,4,2,8,6,2006,145000
50,16466,5,7,1955,1955,872,1393,1,3,1,8,4,2008,135500
20,15865,8,6,1970,1970,2217,2217,2,4,1,8,10,2007,268000
20,12160,6,4,1953,1953,1505,1505,1,2,1,6,2,2009,149500
50,8064,5,7,1949,2006,672,924,1,3,1,6,7,2007,122900
60,11184,6,5,1978,1978,918,1683,2,3,1,7,7,2009,172500
20,8414,6,8,1963,2003,1068,1068,1,3,1,6,2,2006,154500
20,13284,5,5,1954,1954,1383,1383,1,3,1,6,6,2008,165000
90,7018,5,5,1979,1979,1535,1535,2,4,2,8,6,2009,118858
60,7056,6,5,1963,1963,983,1796,1,4,1,8,10,2008,140000
30,8765,4,6,1936,1950,951,951,1,2,1,6,4,2006,106500
90,7018,5,5,1979,1979,1120,2240,2,6,2,12,6,2009,142953
20,12919,9,5,2009,2010,2364,2364,2,2,1,11,3,2010,611657
20,6993,5,7,1961,1994,1236,1236,1,3,1,6,6,2006,135000
20,7340,4,6,1971,1971,858,858,1,2,1,4,6,2007,110000
20,8712,5,7,1957,2000,1306,1306,1,2,1,5,5,2009,153000
60,7875,7,5,2003,2003,807,1509,2,3,1,8,7,2006,180000
20,14859,7,5,2006,2006,1670,1670,2,3,1,7,8,2006,240000
20,6173,5,6,1967,1967,902,902,1,3,1,6,8,2007,125500
20,9920,5,5,1954,1954,1063,1063,1,3,1,6,2,2010,128000
20,13501,8,5,2006,2006,1636,1636,2,3,1,8,6,2007,255000
50,11500,7,7,1936,1987,1020,2057,1,3,1,6,6,2006,250000
20,8885,5,5,1983,1983,902,902,1,2,1,5,6,2006,131000
60,12589,6,5,2005,2005,742,1484,2,3,1,8,6,2009,174000
90,11600,5,5,1960,1960,1105,2274,2,5,2,12,1,2010,154300
20,9286,5,7,1977,1989,1268,1268,1,3,1,5,10,2009,143500
30,6120,5,7,1925,1950,1015,1015,1,3,1,6,7,2006,88000
90,6270,5,6,1949,1950,1001,2002,2,4,2,8,8,2007,145000
160,3000,6,5,2009,2009,612,1224,2,2,1,4,6,2009,173733
160,2001,4,5,1970,1970,546,1092,1,3,1,6,1,2007,75000
20,9000,2,3,1949,1950,480,480,0,1,1,4,10,2006,35311
20,17140,4,6,1956,1956,1229,1229,1,3,1,6,4,2009,135000
60,13125,7,5,1991,1991,912,2127,2,4,1,8,11,2007,238000
20,11029,6,8,1958,2002,1414,1414,1,3,1,6,5,2008,176500
60,8462,6,5,1994,1994,936,1721,2,3,1,7,7,2007,201000
90,8777,5,7,1900,2003,1272,2200,2,4,2,9,9,2008,145900
20,10237,6,5,2005,2006,1316,1316,2,3,1,6,10,2006,169990
120,8012,6,5,1993,1994,1617,1617,2,2,1,5,7,2008,193000
20,10240,6,6,1980,1980,1686,1686,2,3,1,7,5,2006,207500
20,15611,5,6,1977,1977,1126,1126,2,3,1,6,3,2008,175000
60,11999,8,5,2003,2004,1234,2374,2,4,1,10,5,2007,285000
60,9900,7,5,1968,1968,1098,1978,2,4,1,9,4,2008,176000
20,11838,8,5,2001,2001,1788,1788,2,3,1,7,6,2009,236500
60,13006,7,5,1997,1997,993,2236,2,4,1,8,11,2006,222000
20,8925,8,5,2007,2007,1466,1466,2,3,1,7,7,2009,201000
20,9100,5,6,1965,1965,925,925,1,2,1,5,7,2009,117500
20,11670,9,5,2006,2006,1905,1905,2,3,1,8,3,2007,320000
20,8487,7,5,2004,2004,1500,1500,2,3,1,6,8,2009,190000
20,27650,7,7,1960,2007,2069,2069,2,4,1,9,11,2008,242000
30,5825,4,5,1926,1953,747,747,1,1,1,5,6,2006,79900
20,10083,7,5,2003,2003,1200,1200,2,2,1,5,8,2009,184900
60,9675,7,5,2005,2005,1113,1971,2,3,1,8,2,2009,253000
60,8760,7,5,2006,2006,1391,1962,2,3,1,7,8,2006,239799
70,24090,7,7,1940,1950,1207,2403,2,4,1,10,6,2010,244400
90,12640,6,5,1976,1976,1728,1728,2,4,2,8,7,2006,150900
60,8755,7,5,1999,1999,1022,2060,2,3,1,8,6,2009,214000
90,7711,4,3,1977,1977,1440,1440,2,4,2,8,8,2007,150000
90,25000,5,4,1967,1967,1632,1632,2,4,2,8,6,2007,143000
20,14375,6,6,1958,1958,1344,1344,1,3,1,7,1,2009,137500
50,8820,5,6,1890,1996,1188,1869,1,2,1,7,9,2009,124900
80,8163,5,6,1959,1959,1144,1144,1,3,1,6,3,2006,143000
20,14536,8,5,2002,2003,1629,1629,2,3,1,9,11,2007,270000
60,14006,7,5,2002,2002,936,1776,2,3,1,7,2,2006,192500
20,9360,6,7,1972,2006,1381,1381,1,3,1,5,3,2010,197500
20,7200,5,8,1950,2002,864,864,1,3,1,5,7,2007,129000
20,7800,5,5,1965,1965,965,965,1,3,1,6,7,2006,119900
85,7200,5,8,1972,2003,768,768,1,2,1,5,4,2009,133900
60,11075,5,4,1969,1969,1168,1968,2,4,1,7,9,2008,172000
90,9400,6,5,1975,1975,980,980,2,4,0,4,10,2006,127500
90,7136,6,6,1946,1950,979,1958,2,4,2,8,8,2007,145000
160,1300,6,6,1980,1980,561,1229,1,2,1,5,5,2009,124000
20,7420,5,5,1962,1962,1057,1057,1,3,1,6,4,2007,132000
20,8450,7,5,2003,2003,1337,1337,2,3,1,6,10,2007,185000
160,2572,7,5,1999,1999,696,1416,2,3,1,6,5,2010,155000
20,7207,5,7,1958,2008,858,858,1,2,1,4,2,2010,116500
60,12227,6,7,1977,1995,1542,2872,2,4,1,11,7,2008,272000
160,2308,6,6,1976,1976,804,1548,2,3,1,7,7,2007,155000
20,11923,9,5,2007,2007,1800,1800,2,2,1,7,5,2009,239000
60,11316,7,5,2002,2003,824,1894,2,4,1,8,2,2010,214900
60,10237,6,5,2005,2007,783,1484,2,3,1,8,7,2007,178900
50,9600,5,7,1940,1950,976,1308,1,2,1,7,6,2009,160000
20,7390,5,7,1955,1955,1098,1098,1,3,1,6,7,2008,135000
50,5925,3,6,1910,1950,600,968,1,2,1,6,5,2009,37900
190,10382,6,5,1958,1958,1095,1095,1,2,1,6,3,2006,140000
50,10800,4,4,1949,1950,720,1192,1,4,1,6,12,2006,135000
160,2268,7,5,2003,2004,764,1626,2,2,1,6,7,2009,173000
120,7892,6,5,1979,1979,918,918,2,2,1,5,4,2010,99500
20,11639,7,5,2007,2008,1428,1428,2,3,1,6,12,2008,182000
70,11414,7,8,1910,1993,1136,2019,1,3,1,8,10,2009,167500
160,2651,7,5,2000,2000,673,1382,2,3,1,6,4,2006,165000
30,5900,4,7,1923,1958,869,869,1,2,1,4,8,2006,85500
120,4274,7,5,2006,2007,1241,1241,1,1,1,4,11,2007,199900
20,9450,4,5,1954,1954,894,894,1,3,1,5,5,2007,110000
20,8816,5,6,1963,1963,1121,1121,1,3,1,5,6,2009,139000
85,12122,7,9,1961,2007,999,999,1,3,1,6,7,2008,178400
60,12203,8,5,1998,1999,1276,2612,2,4,1,8,7,2009,336000
20,3182,7,5,2007,2007,1266,1266,2,2,1,6,3,2008,159895
60,11250,8,5,2002,2002,1149,2290,2,4,1,9,5,2008,255900
90,10125,5,5,1977,1977,1302,1734,2,4,2,8,8,2009,126000
190,10880,5,5,1950,1950,1164,1164,1,3,1,5,8,2008,125000
50,5310,6,8,1910,2003,1001,1635,1,2,1,5,6,2006,117000
20,10159,9,5,2009,2010,1940,1940,2,3,1,8,4,2010,395192
60,12046,6,6,1976,1976,1118,2030,2,4,1,8,6,2007,195000
60,8125,7,5,2006,2006,778,1576,2,3,1,6,8,2006,197000
60,9452,8,5,1997,1998,1407,2392,2,3,1,7,6,2006,348000
70,17671,8,9,1882,1986,916,1742,1,4,1,8,11,2009,168000
60,9760,6,8,1964,1993,1020,1851,2,3,1,7,7,2007,187000
60,8846,6,5,2005,2006,750,1500,2,3,1,6,8,2006,173900
20,12456,10,5,2006,2007,1718,1718,2,3,1,7,7,2009,337500
50,4712,4,7,1946,1950,774,1230,1,3,1,5,8,2006,121600
20,10659,5,6,1961,1961,1050,1050,1,3,1,6,1,2006,136500
20,11717,6,6,1970,1970,1442,1442,2,2,1,6,2,2009,185000
30,9786,3,4,1922,1950,1077,1077,1,3,1,6,5,2006,91000
20,6762,7,5,2006,2006,1208,1208,2,2,1,6,2,2010,206000
20,10206,3,3,1952,1952,944,944,1,2,1,4,7,2009,82000
30,5400,5,6,1920,1950,691,691,1,2,1,4,1,2007,86000
20,11957,8,5,2006,2006,1574,1574,2,3,1,7,7,2008,232000
90,11500,5,6,1976,1976,1680,1680,2,4,2,8,6,2007,136905
120,3182,7,5,2005,2006,1504,1504,2,1,1,7,5,2009,181000
80,8385,5,8,1977,1977,985,985,2,3,1,6,11,2008,149900
20,12155,6,3,1970,1970,1657,1657,2,3,1,7,3,2007,163500
160,2217,4,4,1970,1970,546,1092,1,3,1,6,8,2009,88000
20,12118,7,5,2004,2005,1710,1710,2,3,1,7,4,2009,240000
50,6000,5,5,1926,1950,1008,1522,2,4,1,7,6,2006,102000
50,21286,5,5,1948,1950,720,1271,2,4,1,7,8,2008,135000
90,9825,5,5,1965,1965,1664,1664,2,4,2,8,5,2010,100000
70,10592,6,7,1923,1996,900,1502,1,3,1,7,8,2007,165000
30,7200,5,4,1910,2006,1022,1022,1,2,1,4,6,2009,85000
20,11664,6,5,1948,1950,1082,1082,1,2,1,5,11,2007,119200
60,8400,8,6,2001,2001,810,1665,2,3,1,6,11,2009,227000
20,11883,7,5,1996,1996,1504,1504,2,3,1,6,6,2009,203000
120,5814,8,5,1984,1984,1360,1360,1,1,1,4,8,2009,187500
80,10784,7,5,1991,1992,802,1472,2,3,1,7,5,2007,160000
120,3013,7,5,2005,2005,1506,1506,2,2,1,6,4,2006,213490
20,7024,4,5,2005,2005,1132,1132,1,2,1,5,6,2008,176000
20,7406,7,5,2006,2006,1220,1220,2,2,1,6,7,2006,194000
50,9439,5,5,1930,1950,912,1248,1,2,1,6,3,2007,87000
120,3182,7,5,2005,2006,1504,1504,2,2,1,7,5,2008,191000
20,15498,8,6,1976,1976,2898,2898,2,2,1,10,5,2008,287000
20,7700,5,5,1972,1972,882,882,1,3,1,5,3,2007,112500
20,9300,5,5,1960,1960,1264,1264,1,3,1,6,4,2010,167500
20,9520,8,5,2007,2008,1646,1646,2,3,1,7,4,2008,293077
50,9492,5,5,1941,1950,968,1376,1,3,1,6,4,2007,105000
160,1680,6,7,1972,1972,672,1218,1,3,1,7,5,2006,118000
190,7082,5,8,1916,1995,948,1928,2,5,2,10,7,2006,160000
75,15863,7,3,1920,1970,1687,3082,2,5,1,12,8,2009,197000
60,14541,8,7,1993,1993,1352,2520,2,5,1,10,11,2006,310000
20,8125,7,5,2002,2002,1654,1654,2,3,1,6,2,2006,230000
30,6305,5,7,1938,1950,954,954,1,2,1,5,6,2007,119750
20,11500,4,3,1957,1957,845,845,1,3,1,5,1,2009,84000
20,12898,9,5,2007,2008,1620,1620,2,2,1,6,9,2009,315500
60,9240,8,5,2001,2002,1055,2263,2,3,1,7,9,2008,287000
160,1533,4,6,1970,2008,798,1344,1,3,1,6,5,2009,97000
180,1477,4,4,1970,1970,630,630,1,1,1,3,4,2009,80000
20,13125,5,4,1957,2000,1803,1803,2,3,1,8,1,2006,155000
60,9130,6,8,1966,2000,800,1632,1,4,1,7,7,2008,173000
120,5381,6,5,2005,2005,1306,1306,2,1,1,5,8,2009,196000
60,11839,7,5,1990,1990,1532,2329,2,4,1,10,5,2008,262280
20,9600,8,5,1981,1981,2524,2524,2,4,1,9,7,2009,278000
20,13680,3,5,1955,1955,1733,1733,2,4,1,8,6,2009,139600
60,16056,9,5,2005,2006,1992,2868,3,4,1,11,7,2006,556581
20,9245,5,5,1994,1995,990,990,1,3,1,5,2,2008,145000
20,21750,5,4,1960,2006,1771,1771,1,3,1,9,11,2009,115000
20,11100,4,7,1946,2006,930,930,1,2,1,6,4,2010,84900
20,8993,7,5,2007,2007,1302,1302,2,3,1,6,8,2007,176485
20,11175,7,5,2007,2007,1316,1316,2,3,1,6,10,2007,200141
60,9500,6,6,1964,1978,1127,1977,1,4,1,9,6,2007,165000
20,8562,5,6,1957,2002,1526,1526,1,4,1,7,5,2010,144500
60,11367,8,5,2002,2002,1091,1989,2,3,1,7,11,2006,255000
20,11361,6,5,1976,1976,1523,1523,2,3,1,7,5,2008,180000
120,7052,7,5,2005,2005,1364,1364,2,2,1,6,6,2006,185850
60,29959,7,6,1994,1994,979,1850,2,3,1,7,1,2009,248000
60,11308,9,5,2008,2008,1130,2184,2,3,1,10,7,2009,335000
50,11275,6,7,1932,1950,1096,1991,1,3,1,7,3,2007,220000
120,4920,8,5,2001,2001,1338,1338,2,2,1,6,4,2010,213500
30,18000,3,4,1935,1950,894,894,1,2,1,6,8,2008,81000
190,13600,5,5,1900,1950,1422,2337,2,5,2,10,9,2007,90000
30,6000,6,6,1925,1980,1103,1103,1,2,1,5,7,2006,110500
20,11000,5,6,1966,1966,1154,1154,1,3,1,6,11,2009,154000
60,14000,7,5,1996,1997,1306,2260,2,3,1,7,4,2010,328000
60,7837,6,7,1993,1994,799,1571,2,3,1,7,5,2009,178000
60,9760,6,6,1964,1964,798,1611,1,4,1,7,6,2008,167900
160,3964,6,4,1973,1973,1291,2521,2,5,1,10,6,2006,151400
45,9600,5,7,1949,2003,893,893,1,2,1,4,5,2007,135000
20,10152,5,5,1956,1956,1048,1048,1,3,1,6,6,2007,135000
60,11700,6,6,1968,1968,829,1556,1,4,1,8,5,2009,154000
50,7585,5,3,1948,1950,1002,1456,1,4,1,7,8,2006,91500
60,7950,6,6,1977,1977,698,1426,1,3,1,6,7,2009,159500
20,8556,7,5,2006,2006,1240,1240,2,2,1,5,5,2007,194000
70,13125,7,6,1940,1984,960,1740,1,3,1,6,7,2007,219500
50,10800,5,8,1936,1989,1096,1466,2,3,1,7,4,2006,170000
20,15870,5,5,1969,1969,1096,1096,1,3,1,6,3,2006,138800
120,4435,6,5,2004,2004,848,848,1,1,1,3,5,2006,155900
20,8775,5,5,1994,1994,990,990,1,3,1,5,4,2007,126000
20,11040,6,7,1971,2004,1258,1258,2,3,1,5,10,2008,145000
20,7500,5,5,1963,1963,1040,1040,1,3,1,5,6,2010,133000
20,8749,7,5,2002,2002,1459,1459,2,3,1,6,9,2007,192000
20,8800,6,6,1964,1964,1251,1251,1,3,1,6,3,2006,160000
60,13031,6,5,1995,1996,691,1498,2,3,1,6,7,2006,187500
85,9069,6,6,1992,1992,996,996,1,2,1,5,4,2010,147000
160,1974,4,5,1973,1973,546,1092,1,3,1,6,5,2010,83500
60,10574,8,5,2005,2006,1082,1953,2,3,1,9,5,2009,252000
160,2522,7,5,2004,2004,970,1709,2,3,1,7,4,2006,137500
120,3316,8,5,2005,2005,1247,1247,1,1,1,4,4,2006,197000
90,8544,3,4,1950,1950,1040,1040,2,2,2,6,6,2009,92900
160,2160,7,5,1999,2000,624,1252,2,2,1,4,3,2008,160000
50,8400,6,5,1925,1950,1390,1694,2,4,1,7,6,2008,136500
20,9230,5,8,1965,1998,1200,1200,1,1,1,6,10,2006,146000
20,5868,5,7,1956,2000,936,936,1,2,1,4,5,2010,129000
20,9317,6,5,2006,2006,1314,1314,2,3,1,6,3,2007,176432
70,6882,6,7,1914,2006,773,1355,1,3,1,7,3,2007,127000
120,3696,8,5,1986,1986,1088,1088,1,2,1,5,10,2007,170000
50,6000,4,6,1936,1950,757,1324,1,3,1,6,7,2009,128000
20,11880,7,5,1978,1978,1601,1601,2,3,1,7,4,2009,157000
30,8400,2,5,1920,1950,438,438,1,1,1,3,1,2009,60000
20,9758,5,5,1971,1971,950,950,1,3,1,5,7,2007,119500
20,7000,5,7,1960,2002,1134,1134,1,2,1,6,4,2007,135000
20,8910,6,6,1959,1959,1194,1194,1,3,1,6,7,2006,159500
160,2016,5,5,1970,1970,630,1302,2,3,1,6,4,2007,106000
60,12256,8,5,1994,1995,1500,2622,2,3,1,9,4,2010,325000
20,10357,7,5,1990,1991,1442,1442,2,3,1,6,5,2007,179900
60,23257,7,5,2006,2006,887,2021,2,3,1,9,9,2006,274725
60,8063,6,5,2000,2000,948,1690,2,3,1,7,11,2007,181000
20,11362,8,5,2004,2005,1836,1836,2,3,1,7,3,2009,280000
60,8000,6,5,1995,1996,773,1658,2,3,1,8,6,2008,188000
60,10480,7,6,1976,1976,1098,1964,2,4,1,8,9,2008,205000
20,7100,5,7,1957,1957,816,816,1,2,1,5,7,2006,129900
20,8923,5,7,1953,2006,1008,1008,1,2,1,6,5,2007,134500
20,5400,5,7,1954,2000,833,833,1,2,1,4,8,2006,117000
20,12085,8,5,2007,2007,1734,1734,2,3,1,7,11,2007,318000
80,7750,8,5,2002,2002,779,1419,2,3,1,7,3,2009,184100
20,9764,5,7,1967,2003,894,894,1,3,1,5,5,2008,130000
80,13825,5,6,1958,1987,1021,1601,1,3,1,6,12,2008,140000
20,7560,5,5,1959,1959,1040,1040,1,3,1,6,7,2006,133700
30,8263,6,5,1920,1950,1012,1012,1,2,1,6,5,2007,118400
20,10084,7,5,2005,2006,1552,1552,2,3,1,7,7,2006,212900
20,8926,4,3,1956,1956,960,960,1,3,1,5,10,2009,112000
20,9405,5,9,1947,2008,698,698,1,2,1,4,6,2009,118000
80,9125,7,5,1992,1992,812,1482,2,3,1,7,7,2007,163900
20,10434,4,5,1955,1955,1005,1005,1,2,1,5,11,2009,115000
120,3684,7,5,2007,2007,1555,1555,2,2,1,7,6,2009,174000
20,14572,7,5,2004,2004,1530,1530,2,3,1,7,11,2007,259000
60,11796,7,5,2004,2005,847,1959,2,4,1,8,7,2007,215000
90,7200,5,5,1980,1980,936,936,1,2,1,4,8,2007,140000
50,7804,4,3,1928,1950,1328,1981,2,4,1,7,12,2009,135000
20,10712,5,5,1991,1992,974,974,1,3,1,5,9,2007,93500
70,9900,6,4,1880,1950,1178,2210,2,5,1,8,5,2007,117500
60,9828,8,5,1995,1995,1142,2020,2,3,1,8,6,2009,239500
60,8773,6,5,1997,1997,916,1600,2,3,1,7,8,2007,169000
30,6180,6,5,1926,1950,986,986,1,2,1,5,5,2007,102000
50,9600,6,5,1950,1950,1032,1252,1,3,1,6,4,2008,119000
50,6342,5,8,1875,1996,780,1020,1,2,1,6,5,2010,94000
20,9819,6,5,1977,1977,1567,1567,2,2,1,5,5,2009,196000
